INSTNM,OPEID6,CONTROL,MAIN,CIPDEF,CIPFIELD,CIPCODE,CREDLEV,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR
University of Utah,3675,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5111,3,0.0,,,,1.0,9.0,11.0,33987.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5122,3,3.0,74.0,85.0,35234.0,1.0,36.0,42.0,35060.0,63.0,34376.0,,,16.0,37156.0,61.0,35048.0,41.0,42557.0,31.0,28.0,32.0,37797.0,,,,,26.0,42627.0,5.0,78.0,35667.0,49.0,,,4.0,40.0,56703.0,,29.0,58263.0,,,,,27.0,52673.0,,31.0
University of Utah,3675,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5123,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5138,3,4.0,272.0,279.0,58898.0,0.0,45.0,45.0,57995.0,179.0,62208.0,57.0,64655.0,58.0,64769.0,178.0,62312.0,33.0,59271.0,32.0,32.0,25.0,58947.0,,,,,27.0,58051.0,6.0,236.0,62547.0,,,,1.0,29.0,66109.0,,23.0,64482.0,,,,,24.0,63941.0,,23.0
University of Utah,3675,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5201,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5202,3,9.0,249.0,270.0,49187.0,4.0,121.0,130.0,50231.0,167.0,51687.0,48.0,43509.0,143.0,57191.0,69.0,42365.0,137.0,62665.0,122.0,115.0,100.0,55768.0,37.0,74971.0,98.0,63726.0,39.0,57150.0,14.0,214.0,50902.0,173.0,,,8.0,135.0,72856.0,119.0,97.0,71848.0,37.0,88614.0,97.0,72355.0,39.0,77079.0,,108.0
University of Utah,3675,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5203,3,2.0,61.0,68.0,52879.0,1.0,29.0,30.0,50105.0,45.0,60951.0,,,41.0,62957.0,17.0,55158.0,58.0,62723.0,30.0,29.0,46.0,61530.0,,,41.0,61676.0,17.0,66147.0,2.0,58.0,59878.0,,,,1.0,56.0,73543.0,,44.0,73168.0,,,40.0,73288.0,16.0,81488.0,28.0,47.0
University of Utah,3675,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5207,3,0.0,,18.0,40189.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
University of Utah,3675,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5208,3,1.0,76.0,86.0,55325.0,0.0,22.0,22.0,64493.0,62.0,59650.0,23.0,62931.0,65.0,62699.0,20.0,57352.0,22.0,68129.0,20.0,19.0,,,,,17.0,68174.0,,,1.0,86.0,60152.0,,,,0.0,22.0,90829.0,,18.0,94640.0,,,18.0,91930.0,,,,17.0
University of Utah,3675,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5213,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah,3675,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5214,3,3.0,84.0,94.0,46721.0,2.0,31.0,33.0,46478.0,74.0,49831.0,31.0,53902.0,64.0,54374.0,41.0,49543.0,34.0,51788.0,32.0,31.0,27.0,51590.0,,,19.0,58871.0,,,2.0,105.0,51688.0,86.0,,,2.0,32.0,68614.0,,24.0,66520.0,,,17.0,74107.0,,,,29.0
University of Utah,3675,Public,1,HISTORY.,54,5401,3,2.0,24.0,32.0,38866.0,1.0,15.0,18.0,29639.0,24.0,36610.0,,,20.0,42906.0,,,,,,,,,,,,,,,1.0,32.0,28541.0,16.0,,,2.0,18.0,47392.0,,,,,,,,,,,
Weber State University,3680,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0901,3,4.0,66.0,79.0,35647.0,2.0,42.0,50.0,34526.0,71.0,39858.0,19.0,30938.0,39.0,40752.0,52.0,33697.0,53.0,38087.0,48.0,40.0,,,,,,,41.0,37314.0,7.0,90.0,37210.0,55.0,,,6.0,43.0,45678.0,,32.0,44671.0,,,,,31.0,43072.0,,35.0
Weber State University,3680,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0904,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0907,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0909,3,0.0,,,,0.0,14.0,15.0,41565.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1101,3,1.0,19.0,19.0,62927.0,0.0,22.0,24.0,59576.0,20.0,77017.0,,,21.0,76804.0,,,25.0,70971.0,21.0,20.0,21.0,68217.0,,,17.0,76271.0,,,2.0,22.0,77117.0,,,,2.0,25.0,77800.0,,21.0,72092.0,,,18.0,79958.0,,,,24.0
Weber State University,3680,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1104,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1107,3,2.0,98.0,101.0,61731.0,2.0,87.0,92.0,69338.0,106.0,69298.0,,,102.0,69264.0,,,102.0,79399.0,93.0,89.0,91.0,79987.0,,,95.0,80758.0,,,7.0,115.0,69835.0,,,,4.0,107.0,89974.0,,95.0,91182.0,,,100.0,92269.0,,,,97.0
Weber State University,3680,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1108,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1109,3,0.0,23.0,24.0,50526.0,0.0,17.0,17.0,57318.0,,,,,,,,,22.0,65258.0,17.0,16.0,19.0,66106.0,,,18.0,65019.0,,,1.0,,,,,,0.0,23.0,71805.0,,20.0,75547.0,,,19.0,72035.0,,,,19.0
Weber State University,3680,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1110,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,EDUCATION.,13,1310,3,0.0,,16.0,42203.0,0.0,19.0,22.0,40419.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,EDUCATION.,13,1312,3,3.0,71.0,86.0,40942.0,5.0,63.0,73.0,36776.0,56.0,42765.0,,,,,63.0,43031.0,76.0,34344.0,61.0,44.0,66.0,34750.0,,,,,74.0,31888.0,2.0,67.0,42655.0,49.0,,,16.0,62.0,44408.0,43.0,54.0,43989.0,,,,,61.0,44289.0,,55.0
Weber State University,3680,Public,1,EDUCATION.,13,1313,3,3.0,56.0,62.0,40650.0,4.0,84.0,98.0,38000.0,32.0,46800.0,,,,,30.0,44297.0,101.0,39107.0,81.0,65.0,88.0,39407.0,,,37.0,47096.0,64.0,29403.0,1.0,41.0,44739.0,,,,11.0,98.0,45752.0,74.0,85.0,46699.0,,,35.0,48956.0,63.0,42338.0,16.0,85.0
Weber State University,3680,Public,1,EDUCATION.,13,1399,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,ENGINEERING.,14,1409,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,ENGINEERING.,14,1410,3,0.0,31.0,32.0,66786.0,,,,,24.0,65532.0,,,23.0,66143.0,,,,,,,,,,,,,,,1.0,26.0,64841.0,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,ENGINEERING.,14,1419,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1503,3,0.0,,,,1.0,22.0,25.0,60623.0,,,,,,,,,24.0,72181.0,23.0,22.0,19.0,74493.0,,,24.0,72187.0,,,0.0,,,,,,5.0,22.0,78959.0,,18.0,80591.0,,,22.0,78859.0,,,,19.0
Weber State University,3680,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1506,3,0.0,29.0,29.0,70126.0,1.0,46.0,46.0,71661.0,41.0,67792.0,,,44.0,68160.0,,,48.0,76609.0,47.0,46.0,37.0,73842.0,,,45.0,77200.0,,,0.0,46.0,69077.0,,,,1.0,46.0,84292.0,,38.0,84108.0,,,44.0,84242.0,,,,31.0
Weber State University,3680,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1508,3,1.0,49.0,51.0,66394.0,1.0,54.0,58.0,61728.0,27.0,62296.0,,,27.0,62170.0,,,56.0,67053.0,52.0,51.0,47.0,66727.0,,,49.0,69523.0,,,1.0,33.0,62141.0,,,,1.0,58.0,72469.0,,50.0,71095.0,,,51.0,74038.0,,,,44.0
Weber State University,3680,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1512,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1513,3,0.0,17.0,19.0,50966.0,0.0,14.0,15.0,58673.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,19.0,70108.0,,16.0,69844.0,,,17.0,70293.0,,,,16.0
Weber State University,3680,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1605,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1609,3,3.0,18.0,25.0,36770.0,0.0,24.0,34.0,33993.0,23.0,35807.0,,,,,,,30.0,48713.0,26.0,22.0,29.0,48193.0,,,22.0,51506.0,,,1.0,26.0,35904.0,,,,1.0,31.0,56633.0,,30.0,55536.0,,,25.0,60658.0,,,,26.0
Weber State University,3680,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1905,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1907,3,11.0,39.0,57.0,24260.0,9.0,36.0,53.0,22627.0,56.0,30601.0,,,,,58.0,31204.0,66.0,22944.0,48.0,33.0,61.0,22960.0,,,,,59.0,21250.0,7.0,58.0,31167.0,29.0,,,13.0,54.0,36219.0,32.0,49.0,36498.0,,,,,46.0,33924.0,,48.0
Weber State University,3680,Public,1,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,23,2301,3,7.0,18.0,25.0,28608.0,0.0,25.0,28.0,37208.0,18.0,34447.0,,,,,,,29.0,33617.0,24.0,23.0,27.0,33957.0,,,,,19.0,31701.0,6.0,21.0,33292.0,,,,3.0,28.0,39889.0,,26.0,40035.0,,,,,18.0,38624.0,,24.0
Weber State University,3680,Public,1,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,23,2313,3,0.0,25.0,32.0,28497.0,2.0,25.0,30.0,34348.0,27.0,33026.0,,,,,25.0,29893.0,32.0,36167.0,28.0,24.0,27.0,31511.0,,,,,21.0,28087.0,2.0,30.0,30804.0,,,,3.0,30.0,40671.0,,25.0,38997.0,,,,,17.0,34361.0,,26.0
Weber State University,3680,Public,1,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",24,2401,3,3.0,32.0,44.0,41178.0,1.0,19.0,22.0,32029.0,24.0,35988.0,,,,,17.0,34821.0,24.0,44734.0,23.0,17.0,22.0,43483.0,,,,,,,3.0,30.0,38071.0,,,,3.0,21.0,51593.0,,20.0,52786.0,,,,,,,,17.0
Weber State University,3680,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2602,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2603,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2605,3,2.0,28.0,37.0,30584.0,3.0,24.0,28.0,41565.0,29.0,37008.0,,,20.0,41617.0,,,33.0,46195.0,24.0,21.0,26.0,47550.0,,,16.0,50481.0,16.0,43407.0,1.0,35.0,38438.0,,,,3.0,33.0,55856.0,,30.0,55912.0,,,19.0,60785.0,,,,27.0
Weber State University,3680,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2607,3,5.0,25.0,37.0,28201.0,1.0,30.0,38.0,26585.0,27.0,34327.0,,,,,23.0,28237.0,34.0,31279.0,33.0,26.0,29.0,31475.0,,,16.0,41082.0,18.0,26309.0,2.0,35.0,33052.0,19.0,,,2.0,39.0,35147.0,22.0,34.0,34392.0,,,19.0,44342.0,21.0,30268.0,,29.0
Weber State University,3680,Public,1,MATHEMATICS AND STATISTICS.,27,2701,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,MATHEMATICS AND STATISTICS.,27,2703,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,MATHEMATICS AND STATISTICS.,27,2799,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3011,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",31,3105,3,1.0,24.0,31.0,33549.0,1.0,13.0,19.0,28055.0,19.0,35620.0,,,16.0,35128.0,,,21.0,32980.0,19.0,,19.0,32355.0,,,,,16.0,27984.0,2.0,25.0,34152.0,,,,2.0,18.0,34578.0,,16.0,34457.0,,,,,,,,
Weber State University,3680,Public,1,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",31,3106,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,PHILOSOPHY AND RELIGIOUS STUDIES.,38,3801,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,PHYSICAL SCIENCES.,40,4005,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,PHYSICAL SCIENCES.,40,4006,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,PHYSICAL SCIENCES.,40,4008,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,PSYCHOLOGY.,42,4201,3,6.0,61.0,77.0,30275.0,11.0,48.0,67.0,26519.0,56.0,31009.0,16.0,29794.0,21.0,33937.0,51.0,29796.0,73.0,27734.0,59.0,44.0,57.0,26531.0,16.0,34670.0,19.0,36140.0,54.0,24661.0,5.0,72.0,31234.0,36.0,,,12.0,63.0,39512.0,37.0,52.0,34172.0,,,26.0,46852.0,37.0,32715.0,,53.0
Weber State University,3680,Public,1,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",43,4301,3,6.0,117.0,136.0,39123.0,10.0,94.0,102.0,39801.0,91.0,41240.0,18.0,40695.0,54.0,44040.0,55.0,40432.0,115.0,44989.0,107.0,96.0,100.0,45012.0,16.0,46384.0,59.0,54600.0,57.0,33906.0,6.0,109.0,40955.0,72.0,,,5.0,111.0,52978.0,86.0,99.0,51947.0,,,63.0,56815.0,48.0,41684.0,,91.0
Weber State University,3680,Public,1,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",43,4304,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,44,4407,3,2.0,39.0,50.0,32510.0,3.0,29.0,37.0,29685.0,29.0,38048.0,,,,,32.0,37787.0,61.0,36517.0,29.0,23.0,53.0,35936.0,,,,,49.0,34616.0,3.0,34.0,38055.0,,,,5.0,64.0,46415.0,46.0,57.0,47301.0,,,,,50.0,39895.0,36.0,55.0
Weber State University,3680,Public,1,SOCIAL SCIENCES.,45,4502,3,2.0,,16.0,21470.0,3.0,12.0,13.0,31133.0,,,,,,,,,,,,,,,,,,,,,2.0,16.0,30068.0,,,,3.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,SOCIAL SCIENCES.,45,4506,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,SOCIAL SCIENCES.,45,4507,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,31293.0,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,SOCIAL SCIENCES.,45,4510,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,SOCIAL SCIENCES.,45,4511,3,0.0,,,,0.0,13.0,13.0,27669.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,CONSTRUCTION TRADES.,46,4603,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,CONSTRUCTION TRADES.,46,4604,3,0.0,19.0,19.0,75531.0,2.0,28.0,28.0,71351.0,,,,,,,,,33.0,84944.0,29.0,29.0,30.0,83545.0,,,32.0,85196.0,,,0.0,,,,,,2.0,32.0,93352.0,,29.0,86754.0,,,31.0,92166.0,,,,26.0
Weber State University,3680,Public,1,VISUAL AND PERFORMING ARTS.,50,5003,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,VISUAL AND PERFORMING ARTS.,50,5004,3,2.0,23.0,29.0,38846.0,1.0,16.0,22.0,35060.0,22.0,34656.0,,,,,26.0,33003.0,24.0,42862.0,22.0,18.0,22.0,43380.0,,,,,,,2.0,29.0,39217.0,,,,1.0,21.0,45382.0,,19.0,47323.0,,,,,,,,19.0
Weber State University,3680,Public,1,VISUAL AND PERFORMING ARTS.,50,5005,3,0.0,,,,1.0,9.0,15.0,19045.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,16.0,22761.0,,,,,,,,,,,
Weber State University,3680,Public,1,VISUAL AND PERFORMING ARTS.,50,5006,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,VISUAL AND PERFORMING ARTS.,50,5007,3,2.0,,,,2.0,13.0,18.0,32569.0,,,,,,,,,21.0,28290.0,19.0,,20.0,29126.0,,,,,16.0,30295.0,2.0,16.0,17779.0,,,,2.0,22.0,32470.0,,21.0,31588.0,,,,,16.0,32672.0,,19.0
Weber State University,3680,Public,1,VISUAL AND PERFORMING ARTS.,50,5009,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5106,3,0.0,43.0,51.0,36803.0,3.0,34.0,43.0,35594.0,43.0,41569.0,,,,,49.0,38076.0,46.0,29035.0,42.0,31.0,39.0,22889.0,,,,,46.0,29205.0,0.0,51.0,39128.0,,,,3.0,44.0,34952.0,22.0,36.0,29809.0,,,,,43.0,31611.0,,37.0
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5107,3,4.0,67.0,76.0,42936.0,8.0,45.0,53.0,39832.0,45.0,41667.0,,,23.0,52985.0,33.0,37381.0,66.0,39790.0,53.0,44.0,56.0,39731.0,,,25.0,49281.0,41.0,37243.0,4.0,56.0,41529.0,,,,7.0,64.0,58965.0,,58.0,55657.0,,,29.0,67097.0,36.0,48974.0,19.0,48.0
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5108,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5109,3,6.0,179.0,189.0,52081.0,1.0,114.0,125.0,51813.0,156.0,57096.0,28.0,66826.0,43.0,60879.0,141.0,58079.0,137.0,54900.0,124.0,117.0,116.0,54955.0,20.0,53492.0,40.0,64097.0,95.0,51121.0,3.0,184.0,58815.0,158.0,,,6.0,136.0,60396.0,116.0,112.0,62892.0,23.0,56090.0,37.0,71657.0,98.0,58170.0,19.0,97.0
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5110,3,4.0,100.0,104.0,56993.0,3.0,81.0,82.0,58426.0,110.0,62584.0,22.0,65253.0,30.0,60266.0,102.0,64736.0,89.0,58286.0,79.0,76.0,74.0,57908.0,,,28.0,59787.0,61.0,58053.0,2.0,132.0,63701.0,,,,5.0,91.0,68640.0,,74.0,69007.0,17.0,65525.0,31.0,68676.0,59.0,68248.0,,45.0
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5111,3,1.0,,17.0,32778.0,0.0,9.0,11.0,28598.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,19.0,41615.0,,,,,,,,,,,
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5122,3,4.0,29.0,41.0,29072.0,3.0,21.0,25.0,33993.0,49.0,33763.0,,,,,43.0,33170.0,30.0,34708.0,23.0,16.0,26.0,31212.0,,,,,23.0,28249.0,3.0,53.0,34343.0,31.0,,,2.0,26.0,36698.0,,22.0,38060.0,,,,,21.0,30416.0,,25.0
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5138,3,6.0,426.0,447.0,53744.0,7.0,364.0,390.0,54382.0,373.0,59006.0,56.0,59103.0,52.0,64061.0,377.0,58175.0,444.0,57626.0,353.0,325.0,392.0,57383.0,52.0,58006.0,59.0,71884.0,386.0,54294.0,14.0,430.0,58928.0,376.0,,,14.0,424.0,64121.0,345.0,371.0,64167.0,52.0,60957.0,67.0,84295.0,357.0,58948.0,90.0,361.0
Weber State University,3680,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5199,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Weber State University,3680,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5202,3,2.0,87.0,90.0,52046.0,4.0,69.0,73.0,52663.0,57.0,59310.0,,,50.0,61323.0,19.0,55693.0,74.0,60722.0,70.0,66.0,59.0,62603.0,,,55.0,63999.0,18.0,50617.0,4.0,69.0,57781.0,,,,4.0,74.0,72851.0,,58.0,73935.0,16.0,71122.0,57.0,75534.0,17.0,63837.0,,66.0
Weber State University,3680,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5203,3,2.0,61.0,68.0,47353.0,2.0,68.0,69.0,47260.0,43.0,49945.0,,,28.0,57358.0,26.0,42998.0,87.0,61967.0,61.0,58.0,74.0,61670.0,,,53.0,64581.0,35.0,47142.0,2.0,54.0,51486.0,,,,7.0,81.0,66810.0,,68.0,66721.0,,,52.0,69891.0,29.0,57551.0,25.0,75.0
Weber State University,3680,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5204,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
